Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
09/03/2015;2.5;null;15;25.6;23.36;22;92.25;0
10/03/2015;1.1;null;11.2;27;23.16;21.8;92.75;0
11/03/2015;.9;null;7.6;28;23.88;21;87;.533333
12/03/2015;1.7;null;.2;25.8;23.12;21.2;90;0
13/03/2015;1.5;null;.2;31.4;24.7;20.5;76;1.1
14/03/2015;3.8;null;0;31;23.76;19.8;82.25;.666667
15/03/2015;3;null;.5;31;23.18;20.5;86.5;.5
16/03/2015;3.1;null;10.6;32.4;22.36;18.4;84.25;.966667
17/03/2015;3.4;null;16.4;24.8;21.64;19.2;91.25;.533333
18/03/2015;2.1;null;1.8;27;22.44;20.2;87;.533333
19/03/2015;1.7;null;20.5;30.2;23.38;20.5;81.25;1.066.667
20/03/2015;2.3;null;9.4;29;22.6;20;87.5;1.633.333
21/03/2015;2.1;null;4.8;26;22.2;19.4;87;0
22/03/2015;1.1;null;.9;27.8;22.76;20.4;84.5;1.066.667
23/03/2015;2.2;null;21.8;25.4;21.24;19.8;92.75;0
24/03/2015;1.4;null;4;28;22.28;18.8;76.5;1.533.333
25/03/2015;4.1;null;0;29;23.68;20.2;72;2.266.667
26/03/2015;5.2;null;0;30.6;23.28;18.8;75.75;0
27/03/2015;3.4;null;0;31;24.12;18.4;75.5;.7
28/03/2015;4.1;null;0;27.2;23.56;21.6;85.75;1.5
29/03/2015;2.2;null;6.1;28;23.52;21;89.5;0
30/03/2015;1.6;null;21.8;29.2;24.72;21.6;85;0
31/03/2015;2.1;null;0;32;24.48;21;86.25;1.033.333
01/04/2015;3;null;8;29.6;24.2;22.4;72.5;2.5
02/04/2015;4.8;null;0;26.8;22.52;20;73.75;1.633.333
03/04/2015;5.1;null;0;27.6;21.68;17;74.5;2.166.667
04/04/2015;5.7;null;0;29.4;22.84;16.8;74.5;.533333
05/04/2015;4.1;null;0;30.2;22.84;17.6;85.5;0
06/04/2015;2.2;null;5.8;32.6;24.62;20.5;66;1.366.667
07/04/2015;5.8;null;1.8;24.4;19.84;17.6;84.75;2.3
08/04/2015;2.7;null;7.2;23.6;20.4;17.4;73;1.133.333
09/04/2015;3.6;null;0;27.6;21.72;16.6;70;2.066.667
10/04/2015;5.4;null;0;27.6;22.32;19;73.75;1.166.667
11/04/2015;4.8;null;0;28.6;23.12;19.4;68.75;.966667
12/04/2015;4.3;null;0;30;22.12;17.2;78;2.066.667
13/04/2015;4.3;null;0;28.2;22.68;17.8;73.25;1.433.333
14/04/2015;3.9;null;1.8;28.8;23.18;18.5;75.25;1.366.667
15/04/2015;3.4;null;0;28.8;23.4;19.8;78.5;.866667
16/04/2015;2.9;null;.6;30.2;23.58;20.5;82.5;1.033.333
17/04/2015;2.8;null;12.6;28.6;23.1;19.5;76;1.866.667
18/04/2015;4.1;null;0;31.2;23.76;17.6;76.75;.533333
19/04/2015;3.2;null;0;31.4;25.24;19.8;74.5;1.2
20/04/2015;3.8;null;.2;31.2;25.16;22.6;81;.766667
21/04/2015;2.7;null;0;33.4;24.56;21;83;1.533.333
22/04/2015;4.3;null;17.6;25.4;22.04;20.6;93;0
23/04/2015;1.3;null;32.2;25.2;21.84;19.6;91.5;1.833.333
24/04/2015;1.3;null;.2;29.4;22.72;20.4;85.75;0
25/04/2015;3;null;9.2;28;21.68;19.2;70.25;4.533.333
26/04/2015;5.4;null;0;26;20;14.4;77.25;2.866.667
27/04/2015;4.1;null;0;26.6;21.36;17;78.75;1.733.333
28/04/2015;3.9;null;0;28;22.36;19.2;79.25;.433333
29/04/2015;3;null;6.8;26.8;21.16;18.2;80.25;2.566.667
30/04/2015;3.5;null;0;24.6;19.4;17;92.5;1.266.667
01/05/2015;2.6;null;7.4;25.2;19.24;15.2;80.5;1.2
02/05/2015;3.4;null;0;27.2;22.06;17.5;77.75;.5
03/05/2015;3;null;0;28.8;22.6;19;76.5;1.033.333
04/05/2015;4.2;null;0;29.2;22.5;17.5;81.25;1.066.667
05/05/2015;2.7;null;9.6;22.2;19.88;19.2;95.25;1.533.333
06/05/2015;.9;null;4;21;18.24;16;93.75;.666667
07/05/2015;1.1;null;.5;26.2;19.4;15.2;76.75;1.766.667
08/05/2015;3.1;null;3.4;19.4;17.36;16;88;.666667
09/05/2015;1.9;null;3.2;25.8;18.92;13.4;80.25;.533333
10/05/2015;2.6;null;0;26;20.58;15.1;78.5;0
11/05/2015;2.4;null;8.6;25.4;20.92;18.2;83.75;1.033.333
12/05/2015;1.8;null;.7;26;19.46;16.5;74.75;3.233.333
13/05/2015;3.9;null;0;22.8;19.04;15.6;79.5;2.466.667
14/05/2015;2.8;null;0;22;18.86;16.5;78.25;1.066.667
15/05/2015;2.6;null;0;24;19.04;16.8;69.25;2.533.333
16/05/2015;4.1;null;0;25.4;19.34;15.1;76.5;1.7
17/05/2015;4.6;null;1.4;24;19.98;16.5;75.25;1.1
18/05/2015;2.6;null;0;24.6;20.4;17;83.75;1.033.333
19/05/2015;2.6;null;4;23;19.64;17.6;83.75;0
20/05/2015;1.4;null;1.3;25;20;16;77;.666667
21/05/2015;3.9;null;0;25.6;20.72;17.2;74.5;1.733.333
22/05/2015;4.1;null;0;27;20.08;16;72.5;1
23/05/2015;4;null;0;24.6;18.04;13.8;84.25;0
24/05/2015;1.8;null;0;28;19.42;15.1;81.5;0
25/05/2015;2.3;null;0;29.6;19.92;14.6;80;.533333
26/05/2015;3.3;null;0;29;21.36;15.4;75;1
27/05/2015;3.9;null;0;29;20.96;17.8;79.5;1.2
28/05/2015;3;null;0;31;20.82;14.9;68.5;0
29/05/2015;4.2;null;.2;26.8;19.82;16.5;76.25;1.433.333
30/05/2015;3.8;null;0;24.8;18.24;16;79.75;.433333
31/05/2015;2.8;null;1.2;18.2;16.48;14.8;96;.5
01/06/2015;.6;null;3.2;22;18.56;16;93.5;1.933.333
02/06/2015;1.2;null;2.6;21;18.08;15.8;86;.766667
03/06/2015;2;null;0;21.8;18.82;15.1;83.25;1.5
04/06/2015;1.9;null;0;26.8;18.92;14.8;82.5;.5
05/06/2015;2.5;null;0;27;18.84;14;83.75;.533333
06/06/2015;2.1;null;0;28.6;19.6;13.6;77.75;.433333
07/06/2015;2.9;null;0;27.8;19.72;14.2;71.75;0
08/06/2015;3.5;null;0;29;18.84;13.4;77.25;.666667
09/06/2015;3.2;null;0;28;18.24;13;75.75;0
10/06/2015;3.3;null;0;27.8;18.54;12.5;66.5;.6
11/06/2015;4;null;0;30;18.68;11.6;70;0
12/06/2015;4.1;null;0;28;19.84;13;76.25;1.3
13/06/2015;3.4;null;0;28.2;20.44;17.8;76.25;.533333
14/06/2015;3.2;null;0;30.8;19.88;13.4;68.25;.933333
15/06/2015;5;null;0;25.2;19.06;15.1;87;1.633.333
16/06/2015;3.2;null;4.4;19.8;17.48;16;92;2.3
17/06/2015;1.8;null;0;24.6;19.48;16;89;.5
18/06/2015;1.3;null;0;28.8;20.72;16;73;.433333
19/06/2015;3.2;null;.4;21;18.08;16.8;86.5;2.3
20/06/2015;3.1;null;1.2;19.6;16.68;14.4;84.5;1.466.667
21/06/2015;1.9;null;0;23.4;17.72;14;86;0
22/06/2015;1.9;null;0;24.4;18.72;15.4;79.5;0
23/06/2015;2.2;null;0;27.6;19.24;12.6;71.25;0
24/06/2015;3.9;null;.8;20.6;17.16;15.8;94.75;2.166.667
25/06/2015;1.1;null;5.4;18.6;16.26;15.1;90.75;2.033.333
26/06/2015;2.2;null;0;21.6;16.26;14.5;76.75;2.6
27/06/2015;3.7;null;0;22.4;15.72;11;78.25;1.933.333
28/06/2015;4.4;null;0;24;16.76;11.2;73.5;1.966.667
29/06/2015;4.6;null;0;24.8;17.4;11;73.75;1.2
30/06/2015;4.2;null;0;28.6;18.64;12.2;72.75;1.2
01/07/2015;3.5;null;0;23.6;17.72;13;87.25;.533333
02/07/2015;2.3;null;0;22.6;19.2;15.8;85.5;1.066.667
03/07/2015;2.4;null;0;20.8;18.12;17;91.75;0
04/07/2015;.9;null;0;26.8;19.36;15.8;82.75;.866667
05/07/2015;3.2;null;10.4;18.2;14.4;13;91;0
06/07/2015;1.2;null;0;19.2;16.36;13;85.5;0
07/07/2015;1.9;null;0;21;17.7;15.1;91.5;0
08/07/2015;1.2;null;0;21.6;18.08;15.6;89;1.7
09/07/2015;1.6;null;0;25.4;18.62;15.5;79.75;0
10/07/2015;3.1;null;0;27;18.72;11.8;76.25;1
11/07/2015;3.3;null;0;29.8;19.72;12.8;75.5;.833333
12/07/2015;4;null;0;28.4;19.92;14.8;78;.766667
13/07/2015;3.2;null;0;30.4;20.24;13.4;65.75;.833333
14/07/2015;4.6;null;0;29.6;19.6;12;65.25;.433333
15/07/2015;4;null;0;28;19.28;14;80;.666667
16/07/2015;3.1;null;0;28.8;19.72;13;70.75;.666667
17/07/2015;4.1;null;0;27;19.58;13.5;72.5;.966667
18/07/2015;3.5;null;0;27;19.4;14.8;70.25;1.1
19/07/2015;4.5;null;0;27.8;18.32;12;71.5;.533333
20/07/2015;5.2;8.1;0;29;18.44;11.2;73;.533333
21/07/2015;3.1;6.2;0;29;20.4;16.4;75.25;.866667
22/07/2015;4.3;0;3.5;18.8;16.64;15.4;90.5;2.066.667
23/07/2015;1.6;0;0;19.2;17.18;15.1;92.75;.533333
24/07/2015;1.1;7.2;0;27;19;14.4;73.75;1.066.667
25/07/2015;3.2;1.2;.8;20.2;17.44;14.6;93.75;0
26/07/2015;1.4;7.1;1;26.4;19.22;14.5;83.25;1.6
27/07/2015;3.1;3.4;0;27;20.76;17.8;76.25;.6
28/07/2015;3.4;8.3;.2;28.8;21.16;16.8;73.5;1.866.667
29/07/2015;4.6;8.1;0;28.8;21.44;18;74.75;1.433.333
30/07/2015;4.8;5.9;0;29;21.96;18.8;73.5;2.1
31/07/2015;4.2;8.4;0;29;20.52;18.2;67.75;.533333
01/08/2015;5.4;9.4;0;29;19.76;13.2;63;0
02/08/2015;5.4;10;0;29;19.12;12.2;68.5;.666667
03/08/2015;5.1;10.1;0;29.6;18.64;11.2;67;.533333
04/08/2015;5.5;10;0;30.6;20.4;11.8;55.75;.533333
05/08/2015;7;9.8;0;29.8;18.88;10.8;55.5;.966667
06/08/2015;6.3;10.1;0;29.2;19.24;12;62.5;0
07/08/2015;5.8;9.9;0;30.6;20.48;11.2;54.75;.433333
08/08/2015;5.4;9.7;0;29.8;21.22;13.5;59.75;.533333
09/08/2015;5.8;9.8;0;27.8;20.84;14;60.5;1.533.333
10/08/2015;7.5;9.1;0;28.2;20.16;13.8;62.25;1.2
11/08/2015;5.7;10.2;0;27.2;18.28;12.2;67.25;1.066.667
12/08/2015;5.4;10.2;0;28;18.4;11.2;67.5;1
13/08/2015;5.8;10.3;0;28.4;18.92;11.4;63.25;.966667
14/08/2015;5.5;10.2;0;29;19.96;12;61;.766667
15/08/2015;5.8;10.4;0;29.4;20.8;12;55.5;.866667
16/08/2015;5.6;9.4;0;30;21.36;12;52.75;0
17/08/2015;7.3;10.5;0;29.2;20.32;13.4;56.75;2.366.667
18/08/2015;9.8;6.7;0;29.8;20.68;12.8;67.75;.533333
19/08/2015;5.4;8.4;0;31.4;22.8;14.4;57.25;1.2
20/08/2015;6;9.5;2.5;27;19.48;15.4;68.5;.666667
21/08/2015;5.5;.3;0;21.4;17.08;13.2;76.5;.966667
22/08/2015;3.5;5;0;26.4;20.52;16;67.75;0
23/08/2015;4.7;10.1;0;31.2;20.64;13;62.25;1.2
24/08/2015;6.6;4.3;0;27;20.4;16;67.75;2.633.333
25/08/2015;5.7;0;8.2;20.4;18.16;16.8;94;.533333
26/08/2015;1;3.2;10.4;24;18.92;16;83.75;.5
27/08/2015;2.5;2.3;0;24.6;18.8;16.8;81.75;3.866.667
28/08/2015;4.6;1.5;.3;24.8;18.58;15.1;72;1.3
29/08/2015;5.5;9.4;0;27;19.44;12.2;69.75;.533333
30/08/2015;4.1;9.7;0;31.2;21.26;13.5;63.5;.533333
31/08/2015;5.7;10.5;0;34;22.44;13;54;.666667
01/09/2015;6.7;10.3;0;35;22.6;14;55.5;1.5
02/09/2015;11.9;0;0;21.8;18.44;17.2;73.25;3.4
03/09/2015;4.5;4.2;0;27.2;20.24;15.8;74;.766667
04/09/2015;4.5;6.9;0;28.4;20.64;14.8;71;2.2
05/09/2015;4.9;0;1.8;19.8;16.36;14.6;89.25;3.333.333
06/09/2015;2.2;0;9.2;19.2;17.12;14.2;93.75;0
07/09/2015;.8;0;.4;21;18.68;16;96;.666667
08/09/2015;.6;0;3.6;20.4;18.84;16.9;93;3.2
09/09/2015;.6;.4;20;24.2;19.92;17;85.5;1.766.667
10/09/2015;2.3;.7;0;23.6;20.44;17.8;83.25;.666667
11/09/2015;2.5;0;16;21.2;19.52;18;95;1.5
12/09/2015;.8;0;9;20.8;17.76;16.2;83.75;1.633.333
13/09/2015;1.5;0;12.9;17.4;16.14;15.1;91.5;2.866.667
14/09/2015;1.2;0;0;20.8;17.3;15.1;92;1.3
15/09/2015;1.1;5.7;.5;28.8;21.64;16;78.5;.5
16/09/2015;1.6;9.7;0;33.8;23.92;17;70;0
17/09/2015;5.6;10.2;0;36;24.52;16;56;.533333
18/09/2015;6.7;10.2;0;36.2;25.6;16.6;51.75;0
19/09/2015;8.5;10.8;0;35.8;25.98;17.5;42.25;.766667
20/09/2015;9.8;10.2;0;34.4;23.4;15.2;64.5;2.633.333
21/09/2015;8.3;10.1;0;33.2;24.64;20;64.5;1.366.667
22/09/2015;8.8;9.1;0;34.6;24.28;17.4;61.75;1.333.333
23/09/2015;6.7;8.8;0;35.2;25.58;16.5;51.75;0
24/09/2015;8.1;10.4;0;36.8;26.12;18;52;.866667
25/09/2015;9;8.1;0;37;24.9;16.5;59.25;1.066.667
26/09/2015;8.6;2;3.6;28.8;23.56;18.8;69.75;1.766.667
27/09/2015;5.3;6.5;0;32;23.36;20.2;78.75;1.333.333
28/09/2015;4.1;0;10.6;22.6;21.44;19.2;88;.533333
29/09/2015;1.8;0;0;24.4;21.72;19.6;87.75;.533333
30/09/2015;1.5;0;0;25;22;19.8;86;.433333
01/10/2015;1.6;1;.1;27;22.6;20;82.75;1.966.667
02/10/2015;3.6;8.1;9.6;33.2;25.12;20.8;64.75;2.666.667
03/10/2015;6;1.7;0;29.2;24.08;20;69.25;3.6
04/10/2015;4.8;.2;0;26;21.52;20;91.5;.433333
05/10/2015;2.2;2.3;6.8;26;20.04;18;80.75;1.9
06/10/2015;4.4;.7;0;23.6;20.06;16.5;69.5;2.466.667
07/10/2015;4.9;8.8;0;30.2;22.88;16;62.25;.533333
08/10/2015;5.8;8.1;0;32.2;24.2;17.8;60.25;.533333
09/10/2015;5.9;9.7;0;32.6;24.46;16.5;57.75;1.4
10/10/2015;8.6;7.6;0;31.8;24.76;18.2;59.5;.933333
11/10/2015;7.9;10.7;0;35;25.64;19;57.75;1.5
12/10/2015;8.1;9.3;0;35.2;25.32;20.8;65.25;.2
13/10/2015;9;3.6;0;30;24.1;20.5;67.25;1.666.667
14/10/2015;7.5;9.8;0;36;24.52;18;66.75;1.4
15/10/2015;7.8;9.9;0;38;26.28;17;43.75;0
16/10/2015;10;9.8;0;38.2;27.7;18.5;44.5;.666667
17/10/2015;12;6.1;0;32.8;24.48;19.6;71.5;1.1
18/10/2015;6.6;0;.2;24.4;20.52;19;76.75;3.066.667
19/10/2015;4.9;0;0;24;20.28;17;82;.833333
20/10/2015;2.9;7.1;.7;34.6;25.16;18.2;65.75;.933333
21/10/2015;5.4;2;.1;34;25.04;20.6;70;0
22/10/2015;5.8;4.8;0;31.8;24.2;20;86.5;1.966.667
23/10/2015;3.3;4.1;13;30;23.32;19;72.75;2.266.667
24/10/2015;5.7;.2;0;26;21.68;20;81.5;2.6
25/10/2015;4.5;1.7;0;25;20.68;18.6;82.5;3.3
26/10/2015;3.3;2.3;.5;27.2;22.24;17.8;76.5;1.2
27/10/2015;2.7;2.3;4;28.4;22.52;19.6;86.75;1.6
28/10/2015;2.5;.6;17.2;28.2;23.2;20.6;81.75;1.2
29/10/2015;2.5;2;7.8;25.8;22.12;19.8;73.25;2.3
30/10/2015;4.7;9.7;.2;30.8;23.6;19;67.25;3.533.333
31/10/2015;7;8.1;0;35;26.1;18.5;56.25;.333333
01/11/2015;8.8;1.4;0;28;23.8;21.4;86;1.766.667
02/11/2015;2.2;.3;45.3;24.4;22.28;20;91.5;1.2
03/11/2015;1;0;27.4;25.2;23;21;92.25;0
04/11/2015;1;5.8;3.4;34.1;24.74;21.2;80.75;0
05/11/2015;3.6;6.4;2.4;31.2;25.12;21.6;77.5;1.166.667
06/11/2015;4.2;1;0;28;23.48;21.8;88.5;0
07/11/2015;2.6;2;30.6;26.6;22.96;20.8;83.75;1.866.667
08/11/2015;2.5;1.4;31;26.6;22.68;20.2;80.75;.666667
09/11/2015;2.2;2.5;.2;28.2;23.84;21;82.25;1.066.667
10/11/2015;2.3;7.2;0;33.4;25.52;21.8;67.25;.666667
11/11/2015;4.7;4.8;.2;33.4;25.68;22.4;69;1.633.333
12/11/2015;5.3;5.5;0;32.2;25.04;20.4;71.25;1.433.333
13/11/2015;5.1;8.8;0;33.6;26.12;21.2;63;.966667
14/11/2015;6;7;0;36;27.54;22.5;61;1.366.667
15/11/2015;6.8;1;0;28.8;24.24;21.8;86.25;1.333.333
16/11/2015;2;.5;9;27;22.92;20.8;86.75;.533333
17/11/2015;2.6;1.8;.8;29.6;24.2;21;83;1.666.667
18/11/2015;2.8;5.3;1;32.2;24.88;20.8;78.75;1.366.667
19/11/2015;3.9;6.7;0;35;25.28;21;77.5;1.866.667
20/11/2015;4.2;1;57.6;28.2;24.48;21;82;0
21/11/2015;2.8;0;.2;24.8;21.44;19.6;88.75;1.966.667
22/11/2015;2;4.2;2.8;28;23.24;18;72;1.566.667
23/11/2015;4.2;.1;2.6;24.2;22.26;21.5;90.5;2.3
24/11/2015;1.3;4.5;2.5;29.8;24.44;21;71.25;2.219.253
25/11/2015;4.5;0;0;27;23.28;21;86.5;1.652.587
26/11/2015;2.5;2.1;1.4;28;22.92;20.2;74.25;1.766.667
27/11/2015;5.2;5.2;0;28.4;23.4;19.8;71;2.866.667
28/11/2015;5.6;8.2;0;33.6;24.84;20.6;75.5;.533333
29/11/2015;4.6;3.8;2.2;31.2;24.92;20.8;82.5;1.3
30/11/2015;2.3;.5;72.2;26.8;22.32;20.6;95;.666667
01/12/2015;1.7;.7;13;25.8;21.68;19.8;89;2.866.667
02/12/2015;2;.6;1.2;26.4;22.92;20;90.75;1.533.333
03/12/2015;1.8;.3;3.5;25.6;22;20;91.25;1.2
04/12/2015;2.2;1.5;1.8;26.2;21.16;18;89;1.233.333
05/12/2015;1.5;4.6;22.4;31;23.04;17.6;83.5;1.2
06/12/2015;2.5;5.3;1.2;31;24.32;20;79.75;1.2
07/12/2015;3.7;0;9.2;23.4;21.2;19.8;93;1.733.333
08/12/2015;1.3;.1;9.4;25.4;21.64;19.8;91.25;.533333
09/12/2015;1.3;4.6;1.2;31.8;24.84;20.8;80.5;.433333
10/12/2015;3;1.2;0;31;25.76;22;76.5;1.2
11/12/2015;3.6;6.2;0;31.4;25.28;21.8;83.75;2.833.333
12/12/2015;3.3;1.9;4.8;29.2;23.12;20.8;89.25;0
13/12/2015;1.8;3.8;23.6;32;23.76;19.8;82.25;1.1
14/12/2015;2.4;7.6;72.2;34.4;24.48;21;84.75;1.066.667
15/12/2015;3.4;8.9;9.8;34.6;26.28;20.6;69.25;2.066.667
16/12/2015;5.5;4.8;2.6;31;24.64;21;82.75;.533333
17/12/2015;3.5;5.9;0;31.2;25.08;22;75;1.866.667
18/12/2015;4.1;10.4;0;34;26.44;20;63.75;2.166.667
19/12/2015;6;7.5;0;34.2;25.1;20.5;75;.666667
20/12/2015;4.7;6.3;5.4;30.4;23.56;19.6;83;.666667
21/12/2015;4.2;6.3;1.8;31.8;24.16;19.8;84.5;3.866.667
22/12/2015;2.3;7.4;12.2;33.2;25.12;20;76.5;.933333
23/12/2015;3.4;10.3;4.2;34.6;26.4;20.8;70;1.066.667
24/12/2015;5;9;0;34.8;26.72;20.6;68;2.6
25/12/2015;5.3;8.2;0;35.2;27.56;20.8;58;1.3
26/12/2015;6.1;7.4;12;32.4;25.52;19.8;73.5;.533333
27/12/2015;5.3;9;0;32.8;26.28;20.6;71.25;1
28/12/2015;5.2;6;0;32.6;26.12;21.6;72.75;1.1
29/12/2015;5.5;.7;2.4;30;25;21.8;74.25;1.433.333
30/12/2015;4.6;3;2.3;31.8;26.6;21;53.25;.833333
31/12/2015;9.4;10;0;35.2;28.02;21.5;50;1.966.667
01/01/2016;10.6;5.2;0;35;25.84;21.6;null;1.8
02/01/2016;3.9;2.4;22;30.2;23.64;20.8;null;0
03/01/2016;2.1;.1;37.8;25.4;22.44;20.6;null;.8
04/01/2016;1.6;6.4;18;28.4;23.52;20;null;3.15
05/01/2016;6.1;7.3;0;29.2;24.08;19.8;null;2.3
06/01/2016;7.1;12.4;0;32;24.88;19.6;null;1.15
07/01/2016;7.3;12.2;0;34.2;26.2;19.8;null;2.15
08/01/2016;6.4;6.4;0;32;26.8;20.2;null;2
09/01/2016;5.1;6.8;5.6;34.4;26.58;22.5;null;.65
10/01/2016;6.8;7.6;2.9;34.8;26.2;22.6;null;.65
11/01/2016;6;0;16.4;26;23.68;22.4;null;0
12/01/2016;.8;.9;15.6;31;24.92;21.8;null;0
13/01/2016;1.9;0;1.6;30;25.68;23.6;null;2.8
14/01/2016;1.6;1;5.6;30.2;24.96;23;null;.75
15/01/2016;1.3;.1;84.6;28.4;23.68;22;null;1.3
16/01/2016;1.1;0;141.2;24.2;21.8;20.8;null;1.8
17/01/2016;1.4;0;5.4;23.2;19.68;17.8;null;1.7
18/01/2016;1.7;0;2;24.2;19.84;17.2;null;.8
19/01/2016;1.7;0;4.6;23;20;17.8;null;.65
20/01/2016;.8;0;25;24.4;21.36;19;null;1.75
21/01/2016;1.2;2.1;2.8;27.4;22.54;19.5;null;2.3
22/01/2016;3.3;3.5;.2;28;22.4;17.2;null;2.5
23/01/2016;4.4;5.5;0;29;23.6;19.2;null;1.95
24/01/2016;4.8;4.9;0;29.2;23.96;18.8;null;1.65
25/01/2016;3.9;6.7;0;32.4;24.52;21.8;null;0
26/01/2016;3.2;8.8;47.6;34.8;25.32;19;null;1.8
27/01/2016;3.8;9.6;5.6;34.2;26.62;20.5;null;2.1
28/01/2016;4.9;.3;2.2;28.2;24.1;22.5;null;1.6
29/01/2016;1.6;0;23.2;28.6;23.32;21.4;null;.8
30/01/2016;.6;10.7;2;34.5;26.54;22.2;null;0
31/01/2016;4.6;12.2;0;35.4;27.64;20.2;null;0
01/02/2016;6.4;12.2;0;35;27.02;18.5;41.75;0
02/02/2016;7.7;12;0;35.2;26.12;18;60.75;0
03/02/2016;8.5;9.2;0;33.8;25.76;20;68.5;null
04/02/2016;6.7;8.8;0;34.4;26.08;20.4;70.5;null
05/02/2016;5.2;9;0;34.4;27.56;21;57.5;null
06/02/2016;6.2;5.6;0;33.2;25.9;21.5;76.25;null
07/02/2016;4;2.7;2;31.6;25.56;21.8;75.25;null
08/02/2016;4.2;8.6;0;34.4;26.24;22.6;75;null
09/02/2016;4.1;9.7;34.6;35.6;27.92;20.8;60;null
10/02/2016;5.7;10.3;0;37;28.36;21;59.75;null
11/02/2016;6.7;.3;2.6;29;24.6;22.6;87.5;null
12/02/2016;2.2;9.6;11;29.2;24.12;20.8;67.75;null
13/02/2016;5.8;10.2;0;31.6;24.76;18;67;null
14/02/2016;5.2;9.4;0;35.4;26.92;18.4;71;null
15/02/2016;4.9;7;0;34.8;26.64;22;72.5;null
16/02/2016;4.5;2.7;20.6;32.2;24.58;21.5;85.75;null
17/02/2016;1.7;6.2;10.2;34.6;24.92;21.8;83.5;null
18/02/2016;3.7;7.5;39.2;33.3;24.98;21;77.25;0
19/02/2016;2.7;6;0;34;25.16;20;76.5;null
20/02/2016;4.2;6.3;7.2;33.4;24.56;20.6;77.25;null
21/02/2016;3.1;2.2;6.2;27.6;23.04;20.4;89.25;null
22/02/2016;1.4;.3;3.2;29.8;22.6;20.2;89.5;null
23/02/2016;1.2;5.1;26.6;33.6;24.04;20;82.25;null
24/02/2016;2;4.6;3.4;32.6;24.52;20;78.5;null
25/02/2016;3;3.6;11.8;30.8;23.64;20.8;86.75;null
26/02/2016;1.8;8.5;8.4;34.8;25.48;21;81;null
27/02/2016;3.9;5.4;12.4;34.6;25.92;21.2;78.75;null
28/02/2016;3.1;7;.4;33.2;25.4;21.4;80.5;null
29/02/2016;2.7;.7;1.6;27.6;22.08;19.6;91.5;null
01/03/2016;2.2;0;14.1;22;20.32;19;96;null
02/03/2016;.6;0;9;26.6;23.28;19.8;87.25;null
03/03/2016;1.3;.3;12.4;28.8;23.8;22;90.25;null
04/03/2016;1.5;3.3;4.6;31.4;23.28;20.4;81;null
05/03/2016;2.7;7.6;7.5;31;24.48;18.2;72.25;null
06/03/2016;3.4;5.4;0;32.2;24.52;21;83;null
07/03/2016;2.6;4.6;13.8;31;23.36;20;88;null
08/03/2016;2.7;6.1;26.4;32;25.08;21;80;null
09/03/2016;3.6;9.4;0;32.8;26.18;21.5;66.75;null
10/03/2016;5.2;5.7;0;33.2;26;20.2;73.75;null
11/03/2016;3.5;1.2;11.2;28.8;24.2;22;89.75;null
12/03/2016;.9;9.6;5.8;34.2;24.6;19.2;80;null
13/03/2016;3.6;1.8;26.2;28.2;23.8;21;78.5;null
14/03/2016;3.5;7.8;0;30.2;24.44;19.8;72.25;null
15/03/2016;5;4.1;0;30;24.36;21;80.25;null
16/03/2016;4.8;3.4;3.2;29.6;22.8;20.4;84.25;null
17/03/2016;4.2;3;37;28.6;23;20;95.25;null
18/03/2016;2.3;8.6;8.4;32.6;24.68;19.8;77.75;null
19/03/2016;4.3;10.5;0;31.6;24.94;19.5;74.25;null
20/03/2016;5.6;7.7;0;31.8;24.76;21.4;76;null
21/03/2016;5;9.4;0;32;24.64;19.6;76.75;null
22/03/2016;4.2;8.6;0;34;24.46;18.9;78;null
23/03/2016;3.3;5.5;8.7;32.6;24;20.4;85;null
24/03/2016;2.3;4.4;53.6;29;22.8;20;88.5;null
25/03/2016;2.2;4.8;12.8;31.2;23.98;20.5;86.5;null
26/03/2016;1.9;.1;15.8;26.4;22.96;20.4;94.75;null
27/03/2016;.7;6.5;6.7;34.1;24.26;19.8;82.25;null
28/03/2016;2.6;5.7;2.2;33.3;25.42;20.6;85.25;null
29/03/2016;3;4.6;10.7;31;24.76;21.8;85;null
30/03/2016;2.1;5;21.2;30.8;23.44;20;84.25;null
31/03/2016;2.2;7.8;2.6;32.8;24.56;18.8;84.25;null
01/04/2016;2.8;6.6;0;32;24.2;19.4;77.5;null
02/04/2016;3;10.2;12;32;24.48;18.2;78.25;null
03/04/2016;3.2;7.6;0;34.2;26.38;21.5;73.25;null
04/04/2016;3.8;6.8;0;31.4;24.76;20;77.25;null
05/04/2016;4.3;9.4;0;30.6;24.08;19;73.5;null
06/04/2016;5.3;7.5;0;31.2;23.68;19;74;null
07/04/2016;2.3;8.4;0;32.2;23.32;18.2;73.75;null
08/04/2016;5;10.1;0;33.4;24.4;17.2;68.5;null
09/04/2016;5.2;7.5;0;32.6;25.08;20.8;75.5;null
10/04/2016;4.5;7.4;0;33.2;24.8;19.2;76.5;null
